Point ID,SegFac Code,CI Survey Name,Start Date,Station Number,Original Station Number,GIS Processed Chainage (ft), CIS ON/OFF Inspection Date/Time, CIS Static Inspection Date/Time,Native Start Date,CIS Structure P/S Uncompensated,CIS Structure IRF Uncompensated,CIS Structure P/S,CIS Structure IRF,CIS Native P/S,CIS Structure P/S Reading Date/Time,CIS Structure IRF Reading Date/Time,CIS Structure Static  Reading Date/Time,Plot This Point,Is Gps Time,Latitude,Longitude,Survey Remarks,Series,Surveyor,Vendor,Allegro Survey Cycle On Time,Allegro Survey Cycle Off Time,Survey Purpose,Survey Type,Survey Interval
1,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+17.97,0+05,,7/20/2021 11:41:31 AM,,,,,-1.671,-1.089,,7/20/2021 11:41:31 AM,7/20/2021 11:41:32 AM,,TRUE,True,41.06453323,-79.28294373,"(Line/casing: Struct P/S -1.656V IRF -1.095V, Casing P/S -1.632V IRF -1.086V)",134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
2,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+18.35,0+00,,7/20/2021 11:38:15 AM,,,,,-1.674,-1.086,,7/20/2021 11:38:15 AM,7/20/2021 11:38:16 AM,,FALSE,True,41.06454086,-79.28294373,ST SVY MP0 ST TIME 1128 HEADING N,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
3,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+24.31,0+10,,7/20/2021 11:43:07 AM,,,,,-1.662,-1.053,,7/20/2021 11:43:07 AM,7/20/2021 11:43:04 AM,,True,True,41.06453323,-79.28292084,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
4,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+26.42,0+15,,7/20/2021 11:43:07 AM,,,,,-1.662,-1.095,,7/20/2021 11:43:07 AM,7/20/2021 11:43:08 AM,,True,True,41.06453323,-79.28291321,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
5,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+32.95,0+20,,7/20/2021 11:43:11 AM,,,,,-1.749,-1.085,,7/20/2021 11:43:11 AM,7/20/2021 11:43:12 AM,,True,True,41.06453705,-79.28289032,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
6,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+41.39,0+30,,7/20/2021 11:43:47 AM,,,,,-1.846,-1.031,,7/20/2021 11:43:47 AM,7/20/2021 11:43:48 AM,,True,True,41.06453705,-79.2828598,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
7,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+41.58,0+25,,7/20/2021 11:43:15 AM,,,,,-1.815,-1.061,,7/20/2021 11:43:15 AM,7/20/2021 11:43:16 AM,,True,True,41.06454086,-79.2828598,LM,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
8,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+48.30,0+35,,7/20/2021 11:43:51 AM,,,,,-1.784,-1.031,,7/20/2021 11:43:51 AM,7/20/2021 11:43:48 AM,,True,True,41.06454849,-79.28283691,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
9,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+50.41,0+40,,7/20/2021 11:43:51 AM,,,,,-1.784,-0.989,,7/20/2021 11:43:51 AM,7/20/2021 11:43:52 AM,,True,True,41.06454849,-79.28282928,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
10,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+56.74,0+45,,7/20/2021 11:43:55 AM,,,,,-1.606,-0.989,,7/20/2021 11:43:55 AM,7/20/2021 11:43:52 AM,,True,True,41.06454849,-79.2828064,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
11,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+61.16,0+50,,7/20/2021 11:43:55 AM,,,,,-1.606,-0.934,,7/20/2021 11:43:55 AM,7/20/2021 11:43:56 AM,,True,True,41.06455231,-79.28279114,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
12,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+65.57,0+55,,7/20/2021 11:43:55 AM,,,,,-1.606,-0.934,,7/20/2021 11:43:55 AM,7/20/2021 11:43:56 AM,,True,True,41.06455612,-79.28277588,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
13,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+72.10,0+60,,7/20/2021 11:44:07 AM,,,,,-1.864,-0.986,,7/20/2021 11:44:07 AM,7/20/2021 11:44:08 AM,,True,True,41.06455994,-79.28275299,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
14,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+74.40,0+65,,7/20/2021 11:44:11 AM,,,,,-2.068,-0.988,,7/20/2021 11:44:11 AM,7/20/2021 11:44:12 AM,,True,True,41.06456375,-79.28274536,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
15,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+80.92,0+70,,7/20/2021 11:44:11 AM,,,,,-2.068,-0.988,,7/20/2021 11:44:11 AM,7/20/2021 11:44:12 AM,,True,True,41.06456757,-79.28272247,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
16,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+85.34,0+75,,7/20/2021 11:44:15 AM,,,,,-2.890,-0.988,,7/20/2021 11:44:15 AM,7/20/2021 11:44:12 AM,,True,True,41.06457138,-79.28270721,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
17,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+92.05,0+80,,7/20/2021 11:44:15 AM,,,,,-2.890,-1.196,,7/20/2021 11:44:15 AM,7/20/2021 11:44:16 AM,,True,True,41.06457901,-79.28268433,CONFIRMED,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
18,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3102+98.39,0+85,,7/20/2021 11:48:19 AM,,,,,-4.998,-1.311,,7/20/2021 11:48:19 AM,7/20/2021 11:48:20 AM,,True,True,41.06457901,-79.28266144,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
19,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+02.99,0+90,,7/20/2021 11:48:23 AM,,,,,-5.118,-1.252,,7/20/2021 11:48:23 AM,7/20/2021 11:48:24 AM,,True,True,41.06458664,-79.28264618,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
20,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+07.22,0+95,,7/20/2021 11:48:23 AM,,,,,-5.118,-1.252,,7/20/2021 11:48:23 AM,7/20/2021 11:48:24 AM,,True,True,41.06458664,-79.28263092,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
21,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+13.93,1+00,,7/20/2021 11:48:27 AM,,,,,-3.592,-1.093,,7/20/2021 11:48:27 AM,7/20/2021 11:48:28 AM,,True,True,41.06459427,-79.28260803,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
22,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+18.16,1+05,,7/20/2021 11:48:31 AM,,,,,-2.036,-0.981,,7/20/2021 11:48:31 AM,7/20/2021 11:48:32 AM,,True,True,41.06459427,-79.28259277,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
23,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+22.76,1+10,,7/20/2021 11:48:31 AM,,,,,-2.036,-0.981,,7/20/2021 11:48:31 AM,7/20/2021 11:48:32 AM,,True,True,41.0646019,-79.28257751,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
24,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+29.28,1+15,,7/20/2021 11:48:35 AM,,,,,-1.589,-0.859,,7/20/2021 11:48:35 AM,7/20/2021 11:48:36 AM,,True,True,41.06460571,-79.28255463,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
25,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+33.51,1+20,,7/20/2021 11:48:39 AM,,,,,-1.323,-0.806,,7/20/2021 11:48:39 AM,7/20/2021 11:48:40 AM,,True,True,41.06460571,-79.28253937,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
26,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+37.92,1+25,,7/20/2021 11:48:47 AM,,,,,-1.207,-0.793,,7/20/2021 11:48:47 AM,7/20/2021 11:48:44 AM,,True,True,41.06460953,-79.28252411,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
27,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+44.26,1+30,,7/20/2021 11:48:47 AM,,,,,-1.207,-0.789,,7/20/2021 11:48:47 AM,7/20/2021 11:48:48 AM,,True,True,41.06460953,-79.28250122,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
28,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+48.86,1+35,,7/20/2021 11:48:51 AM,,,,,-1.138,-0.781,,7/20/2021 11:48:51 AM,7/20/2021 11:48:52 AM,,True,True,41.06461716,-79.28248596,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
29,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+53.27,1+40,,7/20/2021 11:48:55 AM,,,,,-1.131,-0.839,,7/20/2021 11:48:55 AM,7/20/2021 11:48:56 AM,,True,True,41.06462097,-79.2824707,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
30,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+57.69,1+45,,7/20/2021 11:48:59 AM,,,,,-1.165,-0.888,,7/20/2021 11:48:59 AM,7/20/2021 11:49:00 AM,,True,True,41.06462479,-79.28245544,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
31,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+62.10,1+50,,7/20/2021 11:49:03 AM,,,,,-1.176,-0.918,,7/20/2021 11:49:03 AM,7/20/2021 11:49:04 AM,,True,True,41.0646286,-79.28244019,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
32,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+66.51,1+55,,7/20/2021 11:49:07 AM,,,,,-1.194,-0.980,,7/20/2021 11:49:07 AM,7/20/2021 11:49:08 AM,,True,True,41.06463242,-79.28242493,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
33,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+70.74,1+60,,7/20/2021 11:49:07 AM,,,,,-1.194,-0.980,,7/20/2021 11:49:07 AM,7/20/2021 11:49:08 AM,,True,True,41.06463242,-79.28240967,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
34,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+77.26,1+65,,7/20/2021 11:49:11 AM,,,,,-1.172,-0.961,,7/20/2021 11:49:11 AM,7/20/2021 11:49:12 AM,,True,True,41.06463623,-79.28238678,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
35,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+83.79,1+70,,7/20/2021 11:49:15 AM,,,,,-1.136,-0.961,,7/20/2021 11:49:15 AM,7/20/2021 11:49:12 AM,,True,True,41.06464005,-79.28236389,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
36,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+88.20,1+75,,7/20/2021 11:49:15 AM,,,,,-1.136,-0.878,,7/20/2021 11:49:15 AM,7/20/2021 11:49:16 AM,,True,True,41.06464386,-79.28234863,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
37,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+92.43,1+80,,7/20/2021 11:49:19 AM,,,,,-1.110,-0.840,,7/20/2021 11:49:19 AM,7/20/2021 11:49:20 AM,,True,True,41.06464386,-79.28233337,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
38,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3103+96.65,1+85,,7/20/2021 11:49:23 AM,,,,,-1.050,-0.781,,7/20/2021 11:49:23 AM,7/20/2021 11:49:24 AM,,True,True,41.06464386,-79.28231812,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
39,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+01.06,1+90,,7/20/2021 11:49:27 AM,,,,,-1.024,-0.738,,7/20/2021 11:49:27 AM,7/20/2021 11:49:28 AM,,True,True,41.06464767,-79.28230286,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
40,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+07.59,1+95,,7/20/2021 11:49:27 AM,,,,,-1.024,-0.738,,7/20/2021 11:49:27 AM,7/20/2021 11:49:28 AM,,True,True,41.06465149,-79.28227997,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
41,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+11.81,2+00,,7/20/2021 11:49:31 AM,,,,,-1.037,-0.738,,7/20/2021 11:49:31 AM,7/20/2021 11:49:32 AM,,True,True,41.06465149,-79.28226471,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
42,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+16.42,2+05,,7/20/2021 11:49:35 AM,,,,,-1.038,-0.738,,7/20/2021 11:49:35 AM,7/20/2021 11:49:32 AM,,True,True,41.06465912,-79.28224945,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
43,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+22.75,2+10,,7/20/2021 11:49:35 AM,,,,,-1.038,-0.753,,7/20/2021 11:49:35 AM,7/20/2021 11:49:36 AM,,True,True,41.06465912,-79.28222656,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
44,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+27.16,2+15,,7/20/2021 11:49:39 AM,,,,,-1.079,-0.775,,7/20/2021 11:49:39 AM,7/20/2021 11:49:40 AM,,True,True,41.06466293,-79.2822113,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
45,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+31.58,2+20,,7/20/2021 11:49:43 AM,,,,,-1.097,-0.808,,7/20/2021 11:49:43 AM,7/20/2021 11:49:44 AM,,True,True,41.06466675,-79.28219604,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
46,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+35.99,2+25,,7/20/2021 11:49:43 AM,,,,,-1.097,-0.808,,7/20/2021 11:49:43 AM,7/20/2021 11:49:44 AM,,True,True,41.06467056,-79.28218079,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
47,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+40.40,2+30,,7/20/2021 11:49:47 AM,,,,,-1.124,-0.830,,7/20/2021 11:49:47 AM,7/20/2021 11:49:48 AM,,True,True,41.06467438,-79.28216553,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
48,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+46.93,2+35,,7/20/2021 11:49:51 AM,,,,,-1.134,-0.830,,7/20/2021 11:49:51 AM,7/20/2021 11:49:48 AM,,True,True,41.06467819,-79.28214264,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
49,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+53.46,2+40,,7/20/2021 11:49:51 AM,,,,,-1.134,-0.837,,7/20/2021 11:49:51 AM,7/20/2021 11:49:52 AM,,True,True,41.06468201,-79.28211975,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
50,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+55.76,2+45,,7/20/2021 11:49:55 AM,,,,,-1.125,-0.843,,7/20/2021 11:49:55 AM,7/20/2021 11:49:56 AM,,True,True,41.06468582,-79.28211212,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
51,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+62.28,2+50,,7/20/2021 11:49:59 AM,,,,,-1.160,-0.843,,7/20/2021 11:49:59 AM,7/20/2021 11:49:56 AM,,True,True,41.06468964,-79.28208923,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
52,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+66.70,2+55,,7/20/2021 11:49:59 AM,,,,,-1.160,-0.854,,7/20/2021 11:49:59 AM,7/20/2021 11:50:00 AM,,True,True,41.06469345,-79.28207397,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
53,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+73.22,2+60,,7/20/2021 11:50:03 AM,,,,,-1.189,-0.881,,7/20/2021 11:50:03 AM,7/20/2021 11:50:04 AM,,True,True,41.06469727,-79.28205109,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
54,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+75.33,2+65,,7/20/2021 11:50:03 AM,,,,,-1.189,-0.881,,7/20/2021 11:50:03 AM,7/20/2021 11:50:04 AM,,True,True,41.06469727,-79.28204346,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
55,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+83.97,2+70,,7/20/2021 11:50:07 AM,,,,,-1.192,-0.877,,7/20/2021 11:50:07 AM,7/20/2021 11:50:08 AM,,True,True,41.06470108,-79.28201294,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
56,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+88.38,2+75,,7/20/2021 11:50:07 AM,,,,,-1.192,-0.877,,7/20/2021 11:50:07 AM,7/20/2021 11:50:08 AM,,True,True,41.0647049,-79.28199768,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
57,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+92.80,2+80,,7/20/2021 11:50:11 AM,,,,,-1.130,-0.806,,7/20/2021 11:50:11 AM,7/20/2021 11:50:12 AM,,True,True,41.06470871,-79.28198242,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
58,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3104+97.40,2+85,,7/20/2021 11:50:15 AM,,,,,-1.074,-0.780,,7/20/2021 11:50:15 AM,7/20/2021 11:50:16 AM,,True,True,41.06471634,-79.28196716,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
59,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+03.74,2+90,,7/20/2021 11:50:19 AM,,,,,-1.087,-0.780,,7/20/2021 11:50:19 AM,7/20/2021 11:50:16 AM,,True,True,41.06471634,-79.28194427,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
60,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+05.85,2+95,,7/20/2021 11:50:19 AM,,,,,-1.087,-0.791,,7/20/2021 11:50:19 AM,7/20/2021 11:50:20 AM,,True,True,41.06471634,-79.28193665,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
61,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+12.37,3+00,,7/20/2021 11:50:23 AM,,,,,-1.117,-0.801,,7/20/2021 11:50:23 AM,7/20/2021 11:50:24 AM,,True,True,41.06472015,-79.28191376,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
62,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+16.79,3+05,,7/20/2021 11:50:27 AM,,,,,-1.218,-0.856,,7/20/2021 11:50:27 AM,7/20/2021 11:50:28 AM,,True,True,41.06472397,-79.2818985,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
63,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+23.12,3+10,,7/20/2021 11:50:27 AM,,,,,-1.218,-0.856,,7/20/2021 11:50:27 AM,7/20/2021 11:50:28 AM,,True,True,41.06472397,-79.28187561,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
64,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+27.53,3+15,,7/20/2021 11:50:31 AM,,,,,-1.371,-0.951,,7/20/2021 11:50:31 AM,7/20/2021 11:50:32 AM,,True,True,41.06472778,-79.28186035,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
65,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+31.95,3+20,,7/20/2021 11:50:31 AM,,,,,-1.371,-0.951,,7/20/2021 11:50:31 AM,7/20/2021 11:50:32 AM,,True,True,41.0647316,-79.28184509,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
66,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+36.55,3+25,,7/20/2021 11:50:35 AM,,,,,-1.478,-0.979,,7/20/2021 11:50:35 AM,7/20/2021 11:50:36 AM,,True,True,41.06473923,-79.28182983,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
67,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+41.16,3+30,,7/20/2021 11:50:35 AM,,,,,-1.478,-0.979,,7/20/2021 11:50:35 AM,7/20/2021 11:50:36 AM,,True,True,41.06474686,-79.28181458,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
68,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+45.57,3+35,,7/20/2021 11:50:39 AM,,,,,-1.535,-0.985,,7/20/2021 11:50:39 AM,7/20/2021 11:50:40 AM,,True,True,41.06475067,-79.28179932,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
69,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+49.79,3+40,,7/20/2021 11:50:43 AM,,,,,-1.818,-0.985,,7/20/2021 11:50:43 AM,7/20/2021 11:50:40 AM,,True,True,41.06475067,-79.28178406,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
70,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+56.32,3+45,,7/20/2021 11:50:43 AM,,,,,-1.818,-0.999,,7/20/2021 11:50:43 AM,7/20/2021 11:50:44 AM,,True,True,41.06475449,-79.28176117,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
71,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+67.07,3+50,,7/20/2021 11:50:43 AM,,,,,-1.818,-0.999,,7/20/2021 11:50:43 AM,7/20/2021 11:50:44 AM,,True,True,41.0647583,-79.28172302,2TK,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
72,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+67.07,3+55,,7/20/2021 11:51:03 AM,,,,,-1.927,-0.950,,7/20/2021 11:51:03 AM,7/20/2021 11:51:04 AM,,True,True,41.0647583,-79.28172302,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
73,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+71.48,3+60,,7/20/2021 11:51:07 AM,,,,,-1.936,-0.965,,7/20/2021 11:51:07 AM,7/20/2021 11:51:08 AM,,True,True,41.06476212,-79.28170776,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
74,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+78.01,3+65,,7/20/2021 11:51:11 AM,,,,,-1.949,-0.932,,7/20/2021 11:51:11 AM,7/20/2021 11:51:12 AM,,True,True,41.06476593,-79.28168488,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
75,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+80.12,3+70,,7/20/2021 11:51:11 AM,,,,,-1.949,-0.932,,7/20/2021 11:51:11 AM,7/20/2021 11:51:12 AM,,True,True,41.06476593,-79.28167725,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
76,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+86.83,3+75,,7/20/2021 11:51:15 AM,,,,,-1.973,-0.932,,7/20/2021 11:51:15 AM,7/20/2021 11:51:12 AM,,True,True,41.06477356,-79.28165436,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
77,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+91.06,3+80,,7/20/2021 11:51:15 AM,,,,,-1.973,-0.938,,7/20/2021 11:51:15 AM,7/20/2021 11:51:16 AM,,True,True,41.06477356,-79.2816391,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
78,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+97.77,3+85,,7/20/2021 11:51:15 AM,,,,,-1.973,-0.938,,7/20/2021 11:51:15 AM,7/20/2021 11:51:16 AM,,True,True,41.06478119,-79.28161621,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
79,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3105+99.89,3+90,,7/20/2021 11:51:19 AM,,,,,-1.966,-0.950,,7/20/2021 11:51:19 AM,7/20/2021 11:51:20 AM,,True,True,41.06478119,-79.28160858,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
80,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3106+06.60,3+95,,7/20/2021 11:51:19 AM,,,,,-1.966,-0.950,,7/20/2021 11:51:19 AM,7/20/2021 11:51:20 AM,,True,True,41.06478882,-79.28158569,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
81,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3106+10.83,4+00,,7/20/2021 11:51:23 AM,,,,,-2.008,-0.950,,7/20/2021 11:51:23 AM,7/20/2021 11:51:20 AM,,True,True,41.06478882,-79.28157043,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
